# Source Data for Fig. 5, Quantum-Resistant Quantum Teleportation
# m=30, s=2, a=0.3, b=2.7, ||b1||=10, d_i=2, T_coh=20 s
# maximum at t* = 16.40 s with P_joint = 0.6450 (printed on the figure as 16 s and 0.645)
time_s,P_LWE,P_SWAP,P_joint
26.300000,0.9641841390,0.6342371616,0.6115214116
26.350000,0.9643450165,0.6339019879,0.6113002229
26.400000,0.9645049167,0.6335676510,0.6110791144
26.450000,0.9646638471,0.6332341489,0.6108580902
26.500000,0.9648218150,0.6329014795,0.6106371542
26.550000,0.9649788279,0.6325696408,0.6104163106
26.600000,0.9651348929,0.6322386306,0.6101955631
26.650000,0.9652900174,0.6319084470,0.6099749157
26.700000,0.9654442083,0.6315790877,0.6097543723
26.750000,0.9655974727,0.6312505509,0.6095339365
26.800000,0.9657498177,0.6309228343,0.6093136122
26.850000,0.9659012502,0.6305959360,0.6090934029
26.900000,0.9660517770,0.6302698539,0.6088733124
26.950000,0.9662014050,0.6299445860,0.6086533441
27.000000,0.9663501409,0.6296201303,0.6084335017
27.050000,0.9664979914,0.6292964847,0.6082137885
27.100000,0.9666449632,0.6289736472,0.6079942081
27.150000,0.9667910627,0.6286516158,0.6077747637
27.200000,0.9669362965,0.6283303885,0.6075554588
27.250000,0.9670806711,0.6280099632,0.6073362967
27.300000,0.9672241928,0.6276903380,0.6071172805
27.350000,0.9673668680,0.6273715108,0.6068984135
27.400000,0.9675087030,0.6270534798,0.6066796989
27.450000,0.9676497039,0.6267362428,0.6064611398
27.500000,0.9677898770,0.6264197979,0.6062427392
27.550000,0.9679292284,0.6261041431,0.6060245001
27.600000,0.9680677640,0.6257892765,0.6058064257
27.650000,0.9682054900,0.6254751961,0.6055885187
27.700000,0.9683424123,0.6251618999,0.6053707822
27.750000,0.9684785367,0.6248493860,0.6051532190
27.800000,0.9686138692,0.6245376523,0.6049358318
27.850000,0.9687484154,0.6242266970,0.6047186236
27.900000,0.9688821813,0.6239165182,0.6045015971
27.950000,0.9690151724,0.6236071138,0.6042847549
28.000000,0.9691473944,0.6232984820,0.6040680997
28.050000,0.9692788528,0.6229906208,0.6038516342
28.100000,0.9694095534,0.6226835282,0.6036353610
28.150000,0.9695395014,0.6223772025,0.6034192826
28.200000,0.9696687025,0.6220716416,0.6032034015
28.250000,0.9697971619,0.6217668436,0.6029877203
28.300000,0.9699248851,0.6214628067,0.6027722414
28.350000,0.9700518774,0.6211595290,0.6025569672
28.400000,0.9701781439,0.6208570084,0.6023419001
28.450000,0.9703036900,0.6205552433,0.6021270424
28.500000,0.9704285208,0.6202542316,0.6019123965
28.550000,0.9705526415,0.6199539715,0.6016979646
28.600000,0.9706760570,0.6196544611,0.6014837491
28.650000,0.9707987726,0.6193556986,0.6012697520
28.700000,0.9709207930,0.6190576820,0.6010559755
28.750000,0.9710421234,0.6187604095,0.6008424220
28.800000,0.9711627686,0.6184638793,0.6006290933
28.850000,0.9712827335,0.6181680895,0.6004159918
28.900000,0.9714020229,0.6178730383,0.6002031193
28.950000,0.9715206416,0.6175787237,0.5999904779
29.000000,0.9716385944,0.6172851440,0.5997780697
29.050000,0.9717558859,0.6169922974,0.5995658965
29.100000,0.9718725208,0.6167001820,0.5993539604
29.150000,0.9719885038,0.6164087959,0.5991422632
29.200000,0.9721038394,0.6161181374,0.5989308068
29.250000,0.9722185321,0.6158282046,0.5987195931
29.300000,0.9723325866,0.6155389957,0.5985086239
29.350000,0.9724460072,0.6152505090,0.5982979009
29.400000,0.9725587984,0.6149627426,0.5980874260
29.450000,0.9726709646,0.6146756947,0.5978772009
29.500000,0.9727825102,0.6143893635,0.5976672273
29.550000,0.9728934394,0.6141037473,0.5974575068
29.600000,0.9730037566,0.6138188442,0.5972480412
29.650000,0.9731134659,0.6135346525,0.5970388321
29.700000,0.9732225717,0.6132511703,0.5968298811
29.750000,0.9733310782,0.6129683960,0.5966211898
29.800000,0.9734389893,0.6126863278,0.5964127597
29.850000,0.9735463093,0.6124049638,0.5962045923
29.900000,0.9736530423,0.6121243024,0.5959966892
29.950000,0.9737591922,0.6118443417,0.5957890519
30.000000,0.9738647631,0.6115650801,0.5955816818
30.050000,0.9739697590,0.6112865157,0.5953745804
30.100000,0.9740741838,0.6110086469,0.5951677490
30.150000,0.9741780414,0.6107314719,0.5949611891
30.200000,0.9742813356,0.6104549890,0.5947549020
30.250000,0.9743840705,0.6101791964,0.5945488891
30.300000,0.9744862497,0.6099040924,0.5943431517
30.350000,0.9745878770,0.6096296754,0.5941376911
30.400000,0.9746889562,0.6093559435,0.5939325085
30.450000,0.9747894911,0.6090828951,0.5937276053
30.500000,0.9748894852,0.6088105284,0.5935229827
30.550000,0.9749889424,0.6085388419,0.5933186418
30.600000,0.9750878661,0.6082678337,0.5931145839
30.650000,0.9751862600,0.6079975021,0.5929108102
30.700000,0.9752841277,0.6077278456,0.5927073218
30.750000,0.9753814727,0.6074588623,0.5925041198
30.800000,0.9754782986,0.6071905507,0.5923012053
30.850000,0.9755746088,0.6069229090,0.5920985795
30.900000,0.9756704067,0.6066559356,0.5918962434
30.950000,0.9757656959,0.6063896288,0.5916941981
31.000000,0.9758604797,0.6061239869,0.5914924446
31.050000,0.9759547615,0.6058590083,0.5912909839
31.100000,0.9760485446,0.6055946913,0.5910898171
31.150000,0.9761418324,0.6053310343,0.5908889450
31.200000,0.9762346281,0.6050680356,0.5906883687
31.250000,0.9763269350,0.6048056936,0.5904880891
31.300000,0.9764187564,0.6045440066,0.5902881071
31.350000,0.9765100955,0.6042829730,0.5900884237
31.400000,0.9766009555,0.6040225912,0.5898890397
31.450000,0.9766913395,0.6037628595,0.5896899560
31.500000,0.9767812507,0.6035037763,0.5894911735
31.550000,0.9768706922,0.6032453401,0.5892926929
31.600000,0.9769596670,0.6029875491,0.5890945152
31.650000,0.9770481784,0.6027304018,0.5888966411
31.700000,0.9771362292,0.6024738966,0.5886990715
31.750000,0.9772238225,0.6022180318,0.5885018070
31.800000,0.9773109613,0.6019628059,0.5883048485
31.850000,0.9773976486,0.6017082172,0.5881081967
31.900000,0.9774838873,0.6014542643,0.5879118523
31.950000,0.9775696804,0.6012009454,0.5877158160
32.000000,0.9776550307,0.6009482590,0.5875200886
32.050000,0.9777399411,0.6006962036,0.5873246707
32.100000,0.9778244146,0.6004447775,0.5871295630
32.150000,0.9779084538,0.6001939791,0.5869347661
32.200000,0.9779920617,0.5999438070,0.5867402807
32.250000,0.9780752409,0.5996942596,0.5865461074
32.300000,0.9781579944,0.5994453352,0.5863522469
32.350000,0.9782403248,0.5991970324,0.5861586996
32.400000,0.9783222348,0.5989493495,0.5859654662
32.450000,0.9784037273,0.5987022851,0.5857725473
32.500000,0.9784848047,0.5984558376,0.5855799434
32.550000,0.9785654698,0.5982100054,0.5853876550
32.600000,0.9786457253,0.5979647871,0.5851956828
32.650000,0.9787255738,0.5977201810,0.5850040271
32.700000,0.9788050178,0.5974761856,0.5848126885
32.750000,0.9788840600,0.5972327995,0.5846216676
32.800000,0.9789627029,0.5969900211,0.5844309647
32.850000,0.9790409490,0.5967478489,0.5842405803
32.900000,0.9791188009,0.5965062814,0.5840505150
32.950000,0.9791962611,0.5962653170,0.5838607690
33.000000,0.9792733320,0.5960249543,0.5836713430
33.050000,0.9793500162,0.5957851918,0.5834822372
33.100000,0.9794263160,0.5955460279,0.5832934521
33.150000,0.9795022339,0.5953074611,0.5831049880
33.200000,0.9795777724,0.5950694901,0.5829168455
33.250000,0.9796529337,0.5948321132,0.5827290247
33.300000,0.9797277203,0.5945953290,0.5825415262
33.350000,0.9798021345,0.5943591360,0.5823543501
33.400000,0.9798761786,0.5941235328,0.5821674970
33.450000,0.9799498551,0.5938885179,0.5819809670
33.500000,0.9800231661,0.5936540897,0.5817947606
33.550000,0.9800961140,0.5934202469,0.5816088780
33.600000,0.9801687010,0.5931869880,0.5814233195
33.650000,0.9802409294,0.5929543115,0.5812380854
33.700000,0.9803128014,0.5927222160,0.5810531760
33.750000,0.9803843192,0.5924907000,0.5808685915
33.800000,0.9804554850,0.5922597620,0.5806843322
33.850000,0.9805263011,0.5920294007,0.5805003984
33.900000,0.9805967695,0.5917996145,0.5803167902
33.950000,0.9806668925,0.5915704021,0.5801335079
34.000000,0.9807366721,0.5913417620,0.5799505518
34.050000,0.9808061105,0.5911136928,0.5797679219
34.100000,0.9808752098,0.5908861931,0.5795856186
34.150000,0.9809439720,0.5906592614,0.5794036420
34.200000,0.9810123993,0.5904328963,0.5792219922
34.250000,0.9810804937,0.5902070964,0.5790406695
34.300000,0.9811482572,0.5899818604,0.5788596741
34.350000,0.9812156919,0.5897571867,0.5786790060
34.400000,0.9812827998,0.5895330740,0.5784986654
34.450000,0.9813495828,0.5893095208,0.5783186524
34.500000,0.9814160430,0.5890865259,0.5781389672
34.550000,0.9814821823,0.5888640877,0.5779596099
34.600000,0.9815480027,0.5886422050,0.5777805806
34.650000,0.9816135061,0.5884208762,0.5776018794
34.700000,0.9816786944,0.5882001001,0.5774235064
34.750000,0.9817435696,0.5879798753,0.5772454616
34.800000,0.9818081335,0.5877602003,0.5770677452
34.850000,0.9818723881,0.5875410738,0.5768903573
34.900000,0.9819363351,0.5873224945,0.5767132978
34.950000,0.9819999765,0.5871044609,0.5765365668
35.000000,0.9820633141,0.5868869717,0.5763601645
35.050000,0.9821263497,0.5866700256,0.5761840907
35.100000,0.9821890851,0.5864536211,0.5760083456
35.150000,0.9822515222,0.5862377570,0.5758329292
35.200000,0.9823136627,0.5860224319,0.5756578415
35.250000,0.9823755084,0.5858076444,0.5754830825
35.300000,0.9824370611,0.5855933932,0.5753086522
35.350000,0.9824983224,0.5853796770,0.5751345506
35.400000,0.9825592942,0.5851664944,0.5749607778
35.450000,0.9826199782,0.5849538441,0.5747873336
35.500000,0.9826803761,0.5847417247,0.5746142180
35.550000,0.9827404896,0.5845301350,0.5744414311
35.600000,0.9828003203,0.5843190736,0.5742689727
35.650000,0.9828598700,0.5841085392,0.5740968429
35.700000,0.9829191403,0.5838985305,0.5739250416
35.750000,0.9829781329,0.5836890461,0.5737535688
35.800000,0.9830368494,0.5834800848,0.5735824243
35.850000,0.9830952914,0.5832716453,0.5734116081
35.900000,0.9831534606,0.5830637262,0.5732411202
35.950000,0.9832113586,0.5828563262,0.5730709604
36.000000,0.9832689869,0.5826494441,0.5729011286
36.050000,0.9833263472,0.5824430786,0.5727316249
36.100000,0.9833834409,0.5822372283,0.5725624490
36.150000,0.9834402698,0.5820318920,0.5723936009
36.200000,0.9834968352,0.5818270684,0.5722250804
36.250000,0.9835531388,0.5816227562,0.5720568875
36.300000,0.9836091822,0.5814189542,0.5718890220
36.350000,0.9836649667,0.5812156610,0.5717214838
36.400000,0.9837204939,0.5810128755,0.5715542728
36.450000,0.9837757654,0.5808105962,0.5713873888
36.500000,0.9838307825,0.5806088221,0.5712208317
36.550000,0.9838855468,0.5804075517,0.5710546014
36.600000,0.9839400597,0.5802067839,0.5708886976
36.650000,0.9839943228,0.5800065174,0.5707231203
36.700000,0.9840483374,0.5798067509,0.5705578692
36.750000,0.9841021049,0.5796074832,0.5703929442
36.800000,0.9841556268,0.5794087131,0.5702283452
36.850000,0.9842089046,0.5792104392,0.5700640719
36.900000,0.9842619395,0.5790126604,0.5699001242
36.950000,0.9843147331,0.5788153755,0.5697365018
37.000000,0.9843672866,0.5786185832,0.5695732047
37.050000,0.9844196016,0.5784222822,0.5694102326
37.100000,0.9844716792,0.5782264713,0.5692475852
37.150000,0.9845235210,0.5780311494,0.5690852625
37.200000,0.9845751282,0.5778363152,0.5689232641
37.250000,0.9846265021,0.5776419674,0.5687615899
37.300000,0.9846776442,0.5774481049,0.5686002396
37.350000,0.9847285557,0.5772547265,0.5684392131
37.400000,0.9847792380,0.5770618309,0.5682785101
37.450000,0.9848296922,0.5768694169,0.5681181304
37.500000,0.9848799199,0.5766774834,0.5679580737
37.550000,0.9849299221,0.5764860291,0.5677983398
37.600000,0.9849797002,0.5762950529,0.5676389284
37.650000,0.9850292555,0.5761045535,0.5674798394
37.700000,0.9850785892,0.5759145297,0.5673210724
37.750000,0.9851277025,0.5757249804,0.5671626273
37.800000,0.9851765968,0.5755359044,0.5670045037
37.850000,0.9852252732,0.5753473005,0.5668467013
37.900000,0.9852737330,0.5751591675,0.5666892200
37.950000,0.9853219773,0.5749715043,0.5665320595
38.000000,0.9853700075,0.5747843096,0.5663752195
38.050000,0.9854178246,0.5745975823,0.5662186996
38.100000,0.9854654299,0.5744113213,0.5660624997
38.150000,0.9855128245,0.5742255253,0.5659066194
38.200000,0.9855600097,0.5740401933,0.5657510585
38.250000,0.9856069866,0.5738553240,0.5655958166
38.300000,0.9856537564,0.5736709163,0.5654408936
38.350000,0.9857003202,0.5734869690,0.5652862890
38.400000,0.9857466791,0.5733034811,0.5651320026
38.450000,0.9857928343,0.5731204512,0.5649780340
38.500000,0.9858387870,0.5729378784,0.5648243831
38.550000,0.9858845382,0.5727557615,0.5646710494
38.600000,0.9859300890,0.5725740992,0.5645180326
38.650000,0.9859754407,0.5723928906,0.5643653325
38.700000,0.9860205941,0.5722121344,0.5642129487
38.750000,0.9860655506,0.5720318296,0.5640608810
38.800000,0.9861103111,0.5718519749,0.5639091288
38.850000,0.9861548767,0.5716725693,0.5637576921
38.900000,0.9861992484,0.5714936117,0.5636065703
38.950000,0.9862434275,0.5713151009,0.5634557633
39.000000,0.9862874148,0.5711370358,0.5633052705
39.050000,0.9863312115,0.5709594153,0.5631550918
39.100000,0.9863748186,0.5707822383,0.5630052268
39.150000,0.9864182372,0.5706055038,0.5628556751
39.200000,0.9864614682,0.5704292105,0.5627064364
39.250000,0.9865045126,0.5702533573,0.5625575104
39.300000,0.9865473716,0.5700779433,0.5624088966
39.350000,0.9865900461,0.5699029673,0.5622605947
39.400000,0.9866325371,0.5697284281,0.5621126045
39.450000,0.9866748456,0.5695543248,0.5619649254
39.500000,0.9867169725,0.5693806561,0.5618175572
39.550000,0.9867589190,0.5692074211,0.5616704995
39.600000,0.9868006859,0.5690346187,0.5615237520
39.650000,0.9868422742,0.5688622477,0.5613773142
39.700000,0.9868836849,0.5686903071,0.5612311858
39.750000,0.9869249190,0.5685187958,0.5610853664
39.800000,0.9869659773,0.5683477127,0.5609398557
39.850000,0.9870068609,0.5681770568,0.5607946533
39.900000,0.9870475706,0.5680068271,0.5606497588
39.950000,0.9870881074,0.5678370224,0.5605051717
40.000000,0.9871284723,0.5676676416,0.5603608919
40.050000,0.9871686661,0.5674986838,0.5602169187
40.100000,0.9872086898,0.5673301478,0.5600732520
40.150000,0.9872485443,0.5671620327,0.5599298912
40.200000,0.9872882304,0.5669943373,0.5597868360
40.250000,0.9873277491,0.5668270607,0.5596440860
40.300000,0.9873671013,0.5666602017,0.5595016408
40.350000,0.9874062878,0.5664937593,0.5593595000
40.400000,0.9874453096,0.5663277325,0.5592176632
40.450000,0.9874841674,0.5661621203,0.5590761300
40.500000,0.9875228622,0.5659969216,0.5589349000
40.550000,0.9875613949,0.5658321354,0.5587939729
40.600000,0.9875997662,0.5656677606,0.5586533481
40.650000,0.9876379771,0.5655037962,0.5585130253
40.700000,0.9876760284,0.5653402413,0.5583730041
40.750000,0.9877139208,0.5651770947,0.5582332841
40.800000,0.9877516554,0.5650143554,0.5580938649
40.850000,0.9877892329,0.5648520226,0.5579547460
40.900000,0.9878266540,0.5646900950,0.5578159271
40.950000,0.9878639198,0.5645285717,0.5576774077
41.000000,0.9879010308,0.5643674518,0.5575391874
41.050000,0.9879379881,0.5642067341,0.5574012658
41.100000,0.9879747923,0.5640464178,0.5572636424
41.150000,0.9880114442,0.5638865017,0.5571263170
41.200000,0.9880479448,0.5637269849,0.5569892889
41.250000,0.9880842947,0.5635678665,0.5568525578
41.300000,0.9881204947,0.5634091453,0.5567161234
41.350000,0.9881565456,0.5632508204,0.5565799850
41.400000,0.9881924483,0.5630928909,0.5564441424
41.450000,0.9882282033,0.5629353556,0.5563085951
41.500000,0.9882638117,0.5627782137,0.5561733426
41.550000,0.9882992739,0.5626214642,0.5560383846
41.600000,0.9883345910,0.5624651061,0.5559037206
41.650000,0.9883697635,0.5623091384,0.5557693501
41.700000,0.9884047923,0.5621535601,0.5556352728
41.750000,0.9884396780,0.5619983703,0.5555014881
41.800000,0.9884744215,0.5618435679,0.5553679957
41.850000,0.9885090233,0.5616891521,0.5552347952
41.900000,0.9885434844,0.5615351218,0.5551018860
41.950000,0.9885778054,0.5613814762,0.5549692677
42.000000,0.9886119870,0.5612282141,0.5548369399
42.050000,0.9886460299,0.5610753348,0.5547049022
42.100000,0.9886799348,0.5609228371,0.5545731541
42.150000,0.9887137025,0.5607707203,0.5544416951
42.200000,0.9887473337,0.5606189832,0.5543105249
42.250000,0.9887808289,0.5604676250,0.5541796429
42.300000,0.9888141891,0.5603166448,0.5540490487
42.350000,0.9888474147,0.5601660415,0.5539187419
42.400000,0.9888805065,0.5600158143,0.5537887221
42.450000,0.9889134653,0.5598659621,0.5536589887
42.500000,0.9889462916,0.5597164841,0.5535295413
42.550000,0.9889789861,0.5595673794,0.5534003795
42.600000,0.9890115495,0.5594186469,0.5532715028
42.650000,0.9890439825,0.5592702858,0.5531429108
42.700000,0.9890762857,0.5591222952,0.5530146030
42.750000,0.9891084598,0.5589746741,0.5528865789
42.800000,0.9891405054,0.5588274215,0.5527588381
42.850000,0.9891724232,0.5586805366,0.5526313802
42.900000,0.9892042138,0.5585340185,0.5525042047
42.950000,0.9892358779,0.5583878662,0.5523773110
43.000000,0.9892674160,0.5582420789,0.5522506989
43.050000,0.9892988289,0.5580966555,0.5521243677
43.100000,0.9893301171,0.5579515953,0.5519983171
43.150000,0.9893612814,0.5578068973,0.5518725466
43.200000,0.9893923222,0.5576625605,0.5517470557
43.250000,0.9894232402,0.5575185842,0.5516218440
43.300000,0.9894540361,0.5573749673,0.5514969110
43.350000,0.9894847103,0.5572317090,0.5513722562
43.400000,0.9895152637,0.5570888085,0.5512478792
43.450000,0.9895456966,0.5569462647,0.5511237795
43.500000,0.9895760099,0.5568040768,0.5509999566
43.550000,0.9896062039,0.5566622440,0.5508764102
43.600000,0.9896362794,0.5565207653,0.5507531396
43.650000,0.9896662369,0.5563796399,0.5506301445
43.700000,0.9896960770,0.5562388668,0.5505074243
43.750000,0.9897258002,0.5560984453,0.5503849787
43.800000,0.9897554072,0.5559583743,0.5502628072
43.850000,0.9897848986,0.5558186531,0.5501409092
43.900000,0.9898142748,0.5556792808,0.5500192843
43.950000,0.9898435366,0.5555402564,0.5498979321
44.000000,0.9898726843,0.5554015792,0.5497768520
44.050000,0.9899017186,0.5552632482,0.5496560437
44.100000,0.9899306401,0.5551252627,0.5495355066
44.150000,0.9899594493,0.5549876216,0.5494152403
44.200000,0.9899881467,0.5548503243,0.5492952442
44.250000,0.9900167329,0.5547133697,0.5491755180
44.300000,0.9900452085,0.5545767571,0.5490560611
44.350000,0.9900735739,0.5544404856,0.5489368732
44.400000,0.9901018298,0.5543045544,0.5488179536
44.450000,0.9901299766,0.5541689626,0.5486993020
44.500000,0.9901580149,0.5540337093,0.5485809178
44.550000,0.9901859452,0.5538987938,0.5484628007
44.600000,0.9902137681,0.5537642151,0.5483449500
44.650000,0.9902414840,0.5536299724,0.5482273654
44.700000,0.9902690935,0.5534960649,0.5481100464
44.750000,0.9902965970,0.5533624918,0.5479929926
44.800000,0.9903239952,0.5532292522,0.5478762033
44.850000,0.9903512885,0.5530963453,0.5477596782
44.900000,0.9903784774,0.5529637702,0.5476434168
44.950000,0.9904055624,0.5528315261,0.5475274186
45.000000,0.9904325441,0.5526996123,0.5474116831
45.050000,0.9904594229,0.5525680278,0.5472962099
45.100000,0.9904861993,0.5524367719,0.5471809985
45.150000,0.9905128738,0.5523058437,0.5470660484
45.200000,0.9905394469,0.5521752424,0.5469513592
45.250000,0.9905659191,0.5520449672,0.5468369303
45.300000,0.9905922908,0.5519150173,0.5467227613
45.350000,0.9906185626,0.5517853918,0.5466088517
45.400000,0.9906447350,0.5516560900,0.5464952011
45.450000,0.9906708083,0.5515271111,0.5463818090
45.500000,0.9906967831,0.5513984542,0.5462686748
45.550000,0.9907226599,0.5512701186,0.5461557982
45.600000,0.9907484390,0.5511421034,0.5460431786
45.650000,0.9907741211,0.5510144078,0.5459308156
45.700000,0.9907997065,0.5508870311,0.5458187087
45.750000,0.9908251957,0.5507599724,0.5457068574
45.800000,0.9908505891,0.5506332309,0.5455952612
45.850000,0.9908758872,0.5505068059,0.5454839198
45.900000,0.9909010905,0.5503806966,0.5453728325
45.950000,0.9909261994,0.5502549022,0.5452619990
46.000000,0.9909512144,0.5501294219,0.5451514187
46.050000,0.9909761359,0.5500042548,0.5450410912
46.100000,0.9910009643,0.5498794003,0.5449310159
46.150000,0.9910257000,0.5497548576,0.5448211926
46.200000,0.9910503436,0.5496306258,0.5447116205
46.250000,0.9910748954,0.5495067042,0.5446022994
46.300000,0.9910993559,0.5493830920,0.5444932286
46.350000,0.9911237255,0.5492597885,0.5443844078
46.400000,0.9911480047,0.5491367928,0.5442758365
46.450000,0.9911721938,0.5490141042,0.5441675141
46.500000,0.9911962933,0.5488917220,0.5440594403
46.550000,0.9912203035,0.5487696454,0.5439516145
46.600000,0.9912442250,0.5486478735,0.5438440362
46.650000,0.9912680581,0.5485264058,0.5437367051
46.700000,0.9912918033,0.5484052413,0.5436296205
46.750000,0.9913154609,0.5482843793,0.5435227822
46.800000,0.9913390313,0.5481638191,0.5434161894
46.850000,0.9913625150,0.5480435600,0.5433098419
46.900000,0.9913859124,0.5479236011,0.5432037392
46.950000,0.9914092238,0.5478039417,0.5430978807
47.000000,0.9914324497,0.5476845811,0.5429922659
47.050000,0.9914555905,0.5475655185,0.5428868945
47.100000,0.9914786465,0.5474467533,0.5427817660
47.150000,0.9915016182,0.5473282845,0.5426768798
47.200000,0.9915245059,0.5472101116,0.5425722355
47.250000,0.9915473100,0.5470922337,0.5424678327
47.300000,0.9915700309,0.5469746502,0.5423636708
47.350000,0.9915926690,0.5468573602,0.5422597494
47.400000,0.9916152246,0.5467403631,0.5421560680
47.450000,0.9916376983,0.5466236582,0.5420526262
47.500000,0.9916600902,0.5465072446,0.5419494235
47.550000,0.9916824009,0.5463911217,0.5418464594
47.600000,0.9917046306,0.5462752888,0.5417437334
47.650000,0.9917267797,0.5461597450,0.5416412451
47.700000,0.9917488487,0.5460444898,0.5415389941
47.750000,0.9917708378,0.5459295223,0.5414369798
47.800000,0.9917927475,0.5458148419,0.5413352017
47.850000,0.9918145781,0.5457004479,0.5412336595
47.900000,0.9918363300,0.5455863395,0.5411323526
47.950000,0.9918580035,0.5454725160,0.5410312806
48.000000,0.9918795989,0.5453589766,0.5409304430
48.050000,0.9919011167,0.5452457208,0.5408298394
48.100000,0.9919225572,0.5451327478,0.5407294692
48.150000,0.9919439207,0.5450200569,0.5406293320
48.200000,0.9919652076,0.5449076473,0.5405294274
48.250000,0.9919864182,0.5447955184,0.5404297549
48.300000,0.9920075529,0.5446836695,0.5403303140
48.350000,0.9920286120,0.5445720998,0.5402311043
48.400000,0.9920495959,0.5444608087,0.5401321253
48.450000,0.9920705049,0.5443497955,0.5400333765
48.500000,0.9920913393,0.5442390595,0.5399348575
48.550000,0.9921120995,0.5441286000,0.5398365677
48.600000,0.9921327858,0.5440184163,0.5397385069
48.650000,0.9921533985,0.5439085077,0.5396406744
48.700000,0.9921739380,0.5437988735,0.5395430698
48.750000,0.9921944046,0.5436895131,0.5394456928
48.800000,0.9922147987,0.5435804257,0.5393485427
48.850000,0.9922351204,0.5434716107,0.5392516191
48.900000,0.9922553703,0.5433630675,0.5391549217
48.950000,0.9922755485,0.5432547952,0.5390584499
49.000000,0.9922956554,0.5431467932,0.5389622032
49.050000,0.9923156914,0.5430390610,0.5388661813
49.100000,0.9923356567,0.5429315977,0.5387703836
49.150000,0.9923555517,0.5428244028,0.5386748097
49.200000,0.9923753767,0.5427174755,0.5385794592
49.250000,0.9923951319,0.5426108152,0.5384843315
49.300000,0.9924148177,0.5425044212,0.5383894263
49.350000,0.9924344345,0.5423982928,0.5382947430
49.400000,0.9924539824,0.5422924295,0.5382002813
49.450000,0.9924734618,0.5421868305,0.5381060406
49.500000,0.9924928731,0.5420814951,0.5380120206
49.550000,0.9925122165,0.5419764228,0.5379182207
49.600000,0.9925314923,0.5418716128,0.5378246405
49.650000,0.9925507008,0.5417670645,0.5377312795
49.700000,0.9925698423,0.5416627773,0.5376381374
49.750000,0.9925889171,0.5415587504,0.5375452136
49.800000,0.9926079255,0.5414549833,0.5374525077
49.850000,0.9926268678,0.5413514753,0.5373600193
49.900000,0.9926457443,0.5412482257,0.5372677479
49.950000,0.9926645553,0.5411452339,0.5371756930
50.000000,0.9926833010,0.5410424993,0.5370838542
50.050000,0.9927019817,0.5409400212,0.5369922311
50.100000,0.9927205978,0.5408377990,0.5369008231
50.150000,0.9927391495,0.5407358320,0.5368096300
50.200000,0.9927576371,0.5406341196,0.5367186511
50.250000,0.9927760608,0.5405326612,0.5366278861
50.300000,0.9927944210,0.5404314561,0.5365373345
50.350000,0.9928127179,0.5403305037,0.5364469959
50.400000,0.9928309518,0.5402298034,0.5363568699
50.450000,0.9928491230,0.5401293545,0.5362669559
50.500000,0.9928672317,0.5400291564,0.5361772535
50.550000,0.9928852782,0.5399292085,0.5360877624
50.600000,0.9929032628,0.5398295101,0.5359984820
50.650000,0.9929211858,0.5397300607,0.5359094119
50.700000,0.9929390474,0.5396308596,0.5358205517
50.750000,0.9929568479,0.5395319062,0.5357319009
50.800000,0.9929745875,0.5394331999,0.5356434591
50.850000,0.9929922665,0.5393347400,0.5355552259
50.900000,0.9930098852,0.5392365260,0.5354672008
50.950000,0.9930274439,0.5391385572,0.5353793833
51.000000,0.9930449427,0.5390408330,0.5352917731
51.050000,0.9930623820,0.5389433528,0.5352043697
51.100000,0.9930797620,0.5388461160,0.5351171726
51.150000,0.9930970829,0.5387491220,0.5350301815
51.200000,0.9931143450,0.5386523702,0.5349433959
51.250000,0.9931315487,0.5385558600,0.5348568153
51.300000,0.9931486940,0.5384595907,0.5347704393
51.350000,0.9931657813,0.5383635618,0.5346842675
51.400000,0.9931828108,0.5382677727,0.5345982994
51.450000,0.9931997827,0.5381722228,0.5345125347
51.500000,0.9932166974,0.5380769114,0.5344269729
51.550000,0.9932335550,0.5379818380,0.5343416135
51.600000,0.9932503558,0.5378870020,0.5342564561
51.650000,0.9932671000,0.5377924028,0.5341715003
51.700000,0.9932837879,0.5376980398,0.5340867457
51.750000,0.9933004197,0.5376039124,0.5340021918
51.800000,0.9933169956,0.5375100200,0.5339178382
51.850000,0.9933335160,0.5374163621,0.5338336845
51.900000,0.9933499809,0.5373229380,0.5337497302
51.950000,0.9933663907,0.5372297472,0.5336659750
52.000000,0.9933827456,0.5371367891,0.5335824183
52.050000,0.9933990458,0.5370440631,0.5334990599
52.100000,0.9934152916,0.5369515686,0.5334158991
52.150000,0.9934314832,0.5368593051,0.5333329357
52.200000,0.9934476207,0.5367672719,0.5332501691
52.250000,0.9934637045,0.5366754685,0.5331675991
52.300000,0.9934797348,0.5365838943,0.5330852250
52.350000,0.9934957117,0.5364925488,0.5330030466
52.400000,0.9935116356,0.5364014314,0.5329210634
52.450000,0.9935275065,0.5363105415,0.5328392750
52.500000,0.9935433249,0.5362198785,0.5327576810
52.550000,0.9935590908,0.5361294419,0.5326762809
52.600000,0.9935748045,0.5360392311,0.5325950743
52.650000,0.9935904662,0.5359492456,0.5325140608
52.700000,0.9936060762,0.5358594847,0.5324332400
52.750000,0.9936216346,0.5357699480,0.5323526115
52.800000,0.9936371416,0.5356806348,0.5322721748
52.850000,0.9936525976,0.5355915446,0.5321919295
